week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2024-01-22,BEV-010,STR-019,184,38,69,153,0
2024-01-22,BEV-010,STR-020,116,27,60,83,0
2024-01-22,BEV-010,STR-021,121,20,28,113,0
2024-01-22,BEV-010,STR-022,134,20,59,95,0
2024-01-22,BEV-010,STR-023,197,51,49,199,0
2024-01-22,BEV-010,STR-024,71,58,54,75,0
2024-01-22,BEV-010,STR-025,130,33,51,112,0
2024-01-22,BEV-010,STR-026,191,49,57,183,0
2024-01-22,BEV-010,STR-027,183,25,46,162,0
2024-01-22,BEV-010,STR-028,71,35,58,48,0
2024-01-22,BEV-010,STR-029,141,59,55,145,0
2024-01-22,BEV-010,STR-030,123,23,60,86,0
2024-01-22,BEV-011,STR-001,117,28,36,109,0
2024-01-22,BEV-011,STR-002,169,27,66,130,0
2024-01-22,BEV-011,STR-003,88,67,34,121,0
2024-01-22,BEV-011,STR-004,234,44,61,217,0
2024-01-22,BEV-011,STR-005,102,28,46,84,0
2024-01-22,BEV-011,STR-006,186,36,31,191,0
2024-01-22,BEV-011,STR-007,152,64,35,181,0
2024-01-22,BEV-011,STR-008,232,61,67,226,0
2024-01-22,BEV-011,STR-009,223,36,75,184,0
2024-01-22,BEV-011,STR-010,228,48,54,222,0
2024-01-22,BEV-011,STR-011,103,74,27,150,0
2024-01-22,BEV-011,STR-012,162,48,44,166,0
2024-01-22,BEV-011,STR-013,97,73,49,121,0
2024-01-22,BEV-011,STR-014,220,29,52,197,0
2024-01-22,BEV-011,STR-015,200,33,43,190,0
2024-01-22,BEV-011,STR-016,150,46,32,164,0
2024-01-22,BEV-011,STR-017,185,58,58,185,0
2024-01-22,BEV-011,STR-018,133,64,38,159,0
2024-01-22,BEV-011,STR-019,107,61,28,140,0
2024-01-22,BEV-011,STR-020,215,30,71,174,0
2024-01-22,BEV-011,STR-021,234,75,55,254,0
2024-01-22,BEV-011,STR-022,153,52,70,135,0
2024-01-22,BEV-011,STR-023,161,41,63,139,0
2024-01-22,BEV-011,STR-024,227,64,58,233,0
2024-01-22,BEV-011,STR-025,113,64,47,130,0
2024-01-22,BEV-011,STR-026,207,58,61,204,0
2024-01-22,BEV-011,STR-027,207,56,71,192,0
2024-01-22,BEV-011,STR-028,126,64,76,114,0
2024-01-22,BEV-011,STR-029,154,37,39,152,0
2024-01-22,BEV-011,STR-030,110,26,25,111,0
2024-01-22,BEV-012,STR-001,240,75,54,261,0
2024-01-22,BEV-012,STR-002,133,76,32,177,0
2024-01-22,BEV-012,STR-003,186,51,64,173,0
2024-01-22,BEV-012,STR-004,165,47,27,185,0
2024-01-22,BEV-012,STR-005,134,25,60,99,0
2024-01-22,BEV-012,STR-006,131,69,65,135,0
2024-01-22,BEV-012,STR-007,145,75,43,177,0
2024-01-22,BEV-012,STR-008,158,44,29,173,0
2024-01-22,BEV-012,STR-009,220,45,57,208,0
2024-01-22,BEV-012,STR-010,81,32,74,39,0
2024-01-22,BEV-012,STR-011,165,46,68,143,0
2024-01-22,BEV-012,STR-012,225,64,50,239,0
2024-01-22,BEV-012,STR-013,124,37,26,135,0
2024-01-22,BEV-012,STR-014,166,68,46,188,0
2024-01-22,BEV-012,STR-015,201,76,55,222,0
2024-01-22,BEV-012,STR-016,114,55,27,142,0
2024-01-22,BEV-012,STR-017,240,54,34,260,0
2024-01-22,BEV-012,STR-018,217,46,80,183,0
2024-01-22,BEV-012,STR-019,185,72,54,203,0
2024-01-22,BEV-012,STR-020,213,44,28,229,0
2024-01-22,BEV-012,STR-021,160,60,61,159,0
2024-01-22,BEV-012,STR-022,84,38,59,63,0
2024-01-22,BEV-012,STR-023,170,29,118,81,0
2024-01-22,BEV-012,STR-024,87,46,55,78,0
2024-01-22,BEV-012,STR-025,122,61,93,90,0
2024-01-22,BEV-012,STR-026,232,32,107,157,0
2024-01-22,BEV-012,STR-027,158,70,162,66,0
2024-01-22,BEV-012,STR-028,88,42,130,0,0
2024-01-22,BEV-012,STR-029,140,48,74,114,0
2024-01-22,BEV-012,STR-030,157,38,109,86,0
2024-01-22,BEV-013,STR-001,167,41,63,145,0
2024-01-22,BEV-013,STR-002,185,80,37,228,0
2024-01-22,BEV-013,STR-003,141,88,32,197,0
2024-01-22,BEV-013,STR-004,203,62,35,230,0
2024-01-22,BEV-013,STR-005,213,87,31,269,0
2024-01-22,BEV-013,STR-006,129,42,62,109,0
2024-01-22,BEV-013,STR-007,213,76,51,238,0
2024-01-22,BEV-013,STR-008,224,49,85,188,0
2024-01-22,BEV-013,STR-009,173,39,79,133,0
2024-01-22,BEV-013,STR-010,115,82,79,118,0
2024-01-22,BEV-013,STR-011,222,73,90,205,0
2024-01-22,BEV-013,STR-012,142,76,38,180,0
2024-01-22,BEV-013,STR-013,207,54,32,229,0
2024-01-22,BEV-013,STR-014,223,37,75,185,0
2024-01-22,BEV-013,STR-015,169,89,30,228,0
2024-01-22,BEV-013,STR-016,265,84,32,317,0
2024-01-22,BEV-013,STR-017,112,51,68,95,0
2024-01-22,BEV-013,STR-018,101,36,59,78,0
2024-01-22,BEV-013,STR-019,258,77,63,272,0
2024-01-22,BEV-013,STR-020,95,66,49,112,0
2024-01-22,BEV-013,STR-021,169,70,78,161,0
2024-01-22,BEV-013,STR-022,143,50,87,106,0
2024-01-22,BEV-013,STR-023,139,48,42,145,0
2024-01-22,BEV-013,STR-024,226,50,47,229,0
2024-01-22,BEV-013,STR-025,202,72,79,195,0
2024-01-22,BEV-013,STR-026,159,39,37,161,0
2024-01-22,BEV-013,STR-027,160,37,40,157,0
2024-01-22,BEV-013,STR-028,249,65,30,284,0
2024-01-22,BEV-013,STR-029,116,43,62,97,0
2024-01-22,BEV-013,STR-030,179,65,64,180,0
2024-01-22,BEV-014,STR-001,300,76,129,247,0
2024-01-22,BEV-014,STR-002,138,79,180,37,0
2024-01-22,BEV-014,STR-003,258,96,249,105,0
2024-01-22,BEV-014,STR-004,240,46,69,217,0
2024-01-22,BEV-014,STR-005,142,94,90,146,0
2024-01-22,BEV-014,STR-006,272,115,138,249,0
2024-01-22,BEV-014,STR-007,299,97,248,148,0
2024-01-22,BEV-014,STR-008,211,79,118,172,0
2024-01-22,BEV-014,STR-009,329,65,82,312,0
2024-01-22,BEV-014,STR-010,140,99,108,131,0
2024-01-22,BEV-014,STR-011,153,51,112,92,0
2024-01-22,BEV-014,STR-012,144,98,99,143,0
2024-01-22,BEV-014,STR-013,295,99,79,315,0
2024-01-22,BEV-014,STR-014,179,68,100,147,0
2024-01-22,BEV-014,STR-015,340,118,58,400,0
2024-01-22,BEV-014,STR-016,353,86,73,366,0
2024-01-22,BEV-014,STR-017,166,82,90,158,0
2024-01-22,BEV-014,STR-018,236,102,81,257,0
2024-01-22,BEV-014,STR-019,136,100,43,193,0
2024-01-22,BEV-014,STR-020,209,101,54,256,0
2024-01-22,BEV-014,STR-021,336,61,99,298,0
2024-01-22,BEV-014,STR-022,316,84,76,324,0
2024-01-22,BEV-014,STR-023,267,56,117,206,0
2024-01-22,BEV-014,STR-024,146,91,105,132,0
2024-01-22,BEV-014,STR-025,203,111,53,261,0
2024-01-22,BEV-014,STR-026,322,78,49,351,0
2024-01-22,BEV-014,STR-027,238,91,108,221,0
2024-01-22,BEV-014,STR-028,225,70,115,180,0
2024-01-22,BEV-014,STR-029,182,110,119,173,0
2024-01-22,BEV-014,STR-030,243,89,60,272,0
2024-01-22,BEV-015,STR-001,324,76,58,342,0
2024-01-22,BEV-015,STR-002,370,150,138,382,0
2024-01-22,BEV-015,STR-003,440,150,105,485,0
2024-01-22,BEV-015,STR-004,428,138,93,473,0
2024-01-22,BEV-015,STR-005,238,134,80,292,0
2024-01-22,BEV-015,STR-006,189,144,135,198,0
2024-01-22,BEV-015,STR-007,443,112,141,414,0
2024-01-22,BEV-015,STR-008,387,91,64,414,0
2024-01-22,BEV-015,STR-009,199,106,121,184,0
2024-01-22,BEV-015,STR-010,307,101,72,336,0
2024-01-22,BEV-015,STR-011,205,137,58,284,0
2024-01-22,BEV-015,STR-012,344,91,126,309,0
2024-01-22,BEV-015,STR-013,181,61,113,129,0
2024-01-22,BEV-015,STR-014,221,124,77,268,0
2024-01-22,BEV-015,STR-015,150,146,278,18,0
2024-01-22,BEV-015,STR-016,381,118,131,368,0
2024-01-22,BEV-015,STR-017,445,107,148,404,0
2024-01-22,BEV-015,STR-018,312,88,117,283,0
2024-01-22,BEV-015,STR-019,305,105,248,162,0
2024-01-22,BEV-015,STR-020,326,61,308,79,0
2024-01-22,BEV-015,STR-021,411,101,174,338,0
2024-01-22,BEV-015,STR-022,181,97,137,141,0
2024-01-22,BEV-015,STR-023,177,50,120,107,0
2024-01-22,BEV-015,STR-024,436,95,140,391,0
2024-01-22,BEV-015,STR-025,294,53,64,283,0
2024-01-22,BEV-015,STR-026,371,139,80,430,0
2024-01-22,BEV-015,STR-027,351,130,125,356,0
2024-01-22,BEV-015,STR-028,345,101,90,356,0
2024-01-22,BEV-015,STR-029,372,119,98,393,0
2024-01-22,BEV-015,STR-030,238,110,77,271,0
2024-01-29,BEV-001,STR-001,218,86,88,216,0
2024-01-29,BEV-001,STR-002,343,56,141,258,0
2024-01-29,BEV-001,STR-003,285,42,80,247,0
2024-01-29,BEV-001,STR-004,244,95,114,225,0
2024-01-29,BEV-001,STR-005,284,93,83,294,0
2024-01-29,BEV-001,STR-006,298,117,207,208,0
2024-01-29,BEV-001,STR-007,236,105,178,163,0
2024-01-29,BEV-001,STR-008,261,97,94,264,0
2024-01-29,BEV-001,STR-009,210,68,89,189,0
2024-01-29,BEV-001,STR-010,228,117,63,282,0
2024-01-29,BEV-001,STR-011,267,103,40,330,0
2024-01-29,BEV-001,STR-012,302,104,70,336,0
2024-01-29,BEV-001,STR-013,225,109,74,260,0
2024-01-29,BEV-001,STR-014,213,44,113,144,0
2024-01-29,BEV-001,STR-015,265,101,44,322,0
2024-01-29,BEV-001,STR-016,148,114,87,175,0
2024-01-29,BEV-001,STR-017,296,50,101,245,0
2024-01-29,BEV-001,STR-018,306,107,58,355,0
2024-01-29,BEV-001,STR-019,239,106,75,270,0
2024-01-29,BEV-001,STR-020,253,118,50,321,0
2024-01-29,BEV-001,STR-021,182,100,51,231,0
2024-01-29,BEV-001,STR-022,309,49,120,238,0
2024-01-29,BEV-001,STR-023,324,114,109,329,0
2024-01-29,BEV-001,STR-024,276,46,79,243,0
2024-01-29,BEV-001,STR-025,256,41,83,214,0
2024-01-29,BEV-001,STR-026,236,105,100,241,0
2024-01-29,BEV-001,STR-027,266,82,100,248,0
2024-01-29,BEV-001,STR-028,210,77,93,194,0
2024-01-29,BEV-001,STR-029,162,44,77,129,0
2024-01-29,BEV-001,STR-030,311,78,116,273,0
2024-01-29,BEV-002,STR-001,186,47,112,121,0
2024-01-29,BEV-002,STR-002,241,114,120,235,0
2024-01-29,BEV-002,STR-003,266,46,61,251,0
2024-01-29,BEV-002,STR-004,327,119,77,369,0
2024-01-29,BEV-002,STR-005,193,102,43,252,0
2024-01-29,BEV-002,STR-006,152,104,50,206,0
2024-01-29,BEV-002,STR-007,337,75,49,363,0
2024-01-29,BEV-002,STR-008,153,118,72,199,0
2024-01-29,BEV-002,STR-009,190,72,75,187,0
2024-01-29,BEV-002,STR-010,309,54,41,322,0
2024-01-29,BEV-002,STR-011,164,115,117,162,0
2024-01-29,BEV-002,STR-012,288,97,59,326,0
2024-01-29,BEV-002,STR-013,326,62,87,301,0
2024-01-29,BEV-002,STR-014,320,70,73,317,0
2024-01-29,BEV-002,STR-015,166,107,102,171,0
2024-01-29,BEV-002,STR-016,207,50,44,213,0
2024-01-29,BEV-002,STR-017,272,59,58,273,0
2024-01-29,BEV-002,STR-018,312,92,103,301,0
2024-01-29,BEV-002,STR-019,180,96,89,187,0
2024-01-29,BEV-002,STR-020,173,113,61,225,0
2024-01-29,BEV-002,STR-021,133,73,84,122,0
2024-01-29,BEV-002,STR-022,133,61,54,140,0
2024-01-29,BEV-002,STR-023,222,100,99,223,0
2024-01-29,BEV-002,STR-024,241,108,78,271,0
2024-01-29,BEV-002,STR-025,217,89,69,237,0
2024-01-29,BEV-002,STR-026,187,58,100,145,0
2024-01-29,BEV-002,STR-027,342,95,107,330,0
2024-01-29,BEV-002,STR-028,193,97,41,249,0
2024-01-29,BEV-002,STR-029,293,80,88,285,0
2024-01-29,BEV-002,STR-030,294,45,107,232,0
2024-01-29,BEV-003,STR-001,354,108,52,410,0
2024-01-29,BEV-003,STR-002,336,95,85,346,0
2024-01-29,BEV-003,STR-003,355,74,118,311,0
2024-01-29,BEV-003,STR-004,189,74,82,181,0
2024-01-29,BEV-003,STR-005,185,114,52,247,0
2024-01-29,BEV-003,STR-006,238,70,90,218,0
2024-01-29,BEV-003,STR-007,317,64,115,266,0
2024-01-29,BEV-003,STR-008,206,63,106,163,0
2024-01-29,BEV-003,STR-009,260,41,80,221,0
2024-01-29,BEV-003,STR-010,332,48,41,339,0
2024-01-29,BEV-003,STR-011,225,52,41,236,0
2024-01-29,BEV-003,STR-012,146,97,107,136,0
2024-01-29,BEV-003,STR-013,176,76,84,168,0
2024-01-29,BEV-003,STR-014,169,44,72,141,0
2024-01-29,BEV-003,STR-015,278,51,43,286,0
2024-01-29,BEV-003,STR-016,360,116,47,429,0
2024-01-29,BEV-003,STR-017,273,55,67,261,0
2024-01-29,BEV-003,STR-018,142,117,55,204,0
2024-01-29,BEV-003,STR-019,216,112,56,272,0
2024-01-29,BEV-003,STR-020,349,54,63,340,0
2024-01-29,BEV-003,STR-021,184,77,63,198,0
2024-01-29,BEV-003,STR-022,289,49,99,239,0
2024-01-29,BEV-003,STR-023,190,94,209,75,0
2024-01-29,BEV-003,STR-024,319,49,130,238,0
2024-01-29,BEV-003,STR-025,217,89,151,155,0
2024-01-29,BEV-003,STR-026,186,73,180,79,0
2024-01-29,BEV-003,STR-027,245,65,108,202,0
2024-01-29,BEV-003,STR-028,285,102,202,185,0
2024-01-29,BEV-003,STR-029,316,95,80,331,0
2024-01-29,BEV-003,STR-030,147,96,126,117,0
2024-01-29,BEV-004,STR-001,156,36,75,117,0
2024-01-29,BEV-004,STR-002,108,34,32,110,0
2024-01-29,BEV-004,STR-003,154,79,66,167,0
2024-01-29,BEV-004,STR-004,94,87,58,123,0
2024-01-29,BEV-004,STR-005,128,71,61,138,0
2024-01-29,BEV-004,STR-006,90,89,70,109,0
2024-01-29,BEV-004,STR-007,260,54,32,282,0
2024-01-29,BEV-004,STR-008,128,74,47,155,0
2024-01-29,BEV-004,STR-009,190,66,51,205,0
2024-01-29,BEV-004,STR-010,221,75,30,266,0
2024-01-29,BEV-004,STR-011,215,60,90,185,0
2024-01-29,BEV-004,STR-012,193,84,57,220,0
2024-01-29,BEV-004,STR-013,107,64,76,95,0
2024-01-29,BEV-004,STR-014,90,54,44,100,0
2024-01-29,BEV-004,STR-015,213,37,152,98,0
2024-01-29,BEV-004,STR-016,181,51,120,112,0
2024-01-29,BEV-004,STR-017,104,70,119,55,0
2024-01-29,BEV-004,STR-018,226,84,104,206,0
2024-01-29,BEV-004,STR-019,207,78,74,211,0
2024-01-29,BEV-004,STR-020,141,41,128,54,0
2024-01-29,BEV-004,STR-021,188,72,93,167,0
2024-01-29,BEV-004,STR-022,189,87,68,208,0
2024-01-29,BEV-004,STR-023,251,74,36,289,0
2024-01-29,BEV-004,STR-024,214,35,52,197,0
2024-01-29,BEV-004,STR-025,251,58,86,223,0
2024-01-29,BEV-004,STR-026,138,38,77,99,0
2024-01-29,BEV-004,STR-027,139,31,32,138,0
2024-01-29,BEV-004,STR-028,241,45,76,210,0
2024-01-29,BEV-004,STR-029,189,34,61,162,0
2024-01-29,BEV-004,STR-030,228,71,80,219,0
2024-01-29,BEV-005,STR-001,217,64,49,232,0
2024-01-29,BEV-005,STR-002,205,31,83,153,0
2024-01-29,BEV-005,STR-003,176,33,32,177,0
2024-01-29,BEV-005,STR-004,100,55,51,104,0
2024-01-29,BEV-005,STR-005,144,81,37,188,0
2024-01-29,BEV-005,STR-006,260,63,71,252,0
2024-01-29,BEV-005,STR-007,263,85,59,289,0
2024-01-29,BEV-005,STR-008,227,39,85,181,0
2024-01-29,BEV-005,STR-009,238,44,77,205,0
2024-01-29,BEV-005,STR-010,108,32,89,51,0
2024-01-29,BEV-005,STR-011,126,61,77,110,0
2024-01-29,BEV-005,STR-012,94,60,71,83,0
2024-01-29,BEV-005,STR-013,248,32,88,192,0
2024-01-29,BEV-005,STR-014,269,71,45,295,0
2024-01-29,BEV-005,STR-015,93,41,38,96,0
2024-01-29,BEV-005,STR-016,102,87,70,119,0
2024-01-29,BEV-005,STR-017,114,59,49,124,0
2024-01-29,BEV-005,STR-018,133,83,69,147,0
2024-01-29,BEV-005,STR-019,106,82,67,121,0
2024-01-29,BEV-005,STR-020,117,37,82,72,0
2024-01-29,BEV-005,STR-021,242,81,61,262,0
2024-01-29,BEV-005,STR-022,146,34,69,111,0
2024-01-29,BEV-005,STR-023,141,57,81,117,0
2024-01-29,BEV-005,STR-024,263,55,51,267,0
2024-01-29,BEV-005,STR-025,120,73,50,143,0
2024-01-29,BEV-005,STR-026,229,38,66,201,0
2024-01-29,BEV-005,STR-027,144,78,50,172,0
2024-01-29,BEV-005,STR-028,241,41,32,250,0
2024-01-29,BEV-005,STR-029,106,37,51,92,0
2024-01-29,BEV-005,STR-030,126,78,47,157,0
2024-01-29,BEV-006,STR-001,236,139,103,272,0
2024-01-29,BEV-006,STR-002,433,71,97,407,0
2024-01-29,BEV-006,STR-003,274,124,106,292,0
2024-01-29,BEV-006,STR-004,218,62,55,225,0
2024-01-29,BEV-006,STR-005,342,149,130,361,0
2024-01-29,BEV-006,STR-006,158,112,70,200,0
2024-01-29,BEV-006,STR-007,153,50,60,143,0
2024-01-29,BEV-006,STR-008,195,140,72,263,0
2024-01-29,BEV-006,STR-009,295,103,133,265,0
2024-01-29,BEV-006,STR-010,393,138,138,393,0
2024-01-29,BEV-006,STR-011,255,68,66,257,0
2024-01-29,BEV-006,STR-012,288,116,131,273,0
2024-01-29,BEV-006,STR-013,360,80,107,333,0
2024-01-29,BEV-006,STR-014,169,126,72,223,0
2024-01-29,BEV-006,STR-015,405,128,73,460,0
2024-01-29,BEV-006,STR-016,304,94,61,337,0
2024-01-29,BEV-006,STR-017,152,121,103,170,0
2024-01-29,BEV-006,STR-018,248,65,80,233,0
2024-01-29,BEV-006,STR-019,198,129,117,210,0
2024-01-29,BEV-006,STR-020,426,114,96,444,0
2024-01-29,BEV-006,STR-021,387,148,78,457,0
2024-01-29,BEV-006,STR-022,256,85,130,211,0
2024-01-29,BEV-006,STR-023,249,64,56,257,0
2024-01-29,BEV-006,STR-024,392,113,69,436,0
2024-01-29,BEV-006,STR-025,231,135,72,294,0
2024-01-29,BEV-006,STR-026,177,132,55,254,0
2024-01-29,BEV-006,STR-027,295,76,96,275,0
2024-01-29,BEV-006,STR-028,278,92,105,265,0
2024-01-29,BEV-006,STR-029,382,55,128,309,0
2024-01-29,BEV-006,STR-030,176,118,63,231,0
2024-01-29,BEV-007,STR-001,230,150,72,308,0
2024-01-29,BEV-007,STR-002,398,115,53,460,0
2024-01-29,BEV-007,STR-003,186,80,64,202,0
2024-01-29,BEV-007,STR-004,377,125,142,360,0
2024-01-29,BEV-007,STR-005,316,103,124,295,0
2024-01-29,BEV-007,STR-006,316,79,75,320,0
2024-01-29,BEV-007,STR-007,206,91,149,148,0
2024-01-29,BEV-007,STR-008,200,80,79,201,0
2024-01-29,BEV-007,STR-009,361,75,144,292,0
2024-01-29,BEV-007,STR-010,262,59,98,223,0
2024-01-29,BEV-007,STR-011,449,112,110,451,0
2024-01-29,BEV-007,STR-012,373,68,56,385,0
2024-01-29,BEV-007,STR-013,382,72,77,377,0
2024-01-29,BEV-007,STR-014,341,67,99,309,0
2024-01-29,BEV-007,STR-015,249,130,108,271,0
2024-01-29,BEV-007,STR-016,288,75,95,268,0
2024-01-29,BEV-007,STR-017,215,54,92,177,0
2024-01-29,BEV-007,STR-018,441,57,138,360,0
2024-01-29,BEV-007,STR-019,219,64,85,198,0
2024-01-29,BEV-007,STR-020,384,103,109,378,0
2024-01-29,BEV-007,STR-021,325,78,71,332,0
2024-01-29,BEV-007,STR-022,230,131,87,274,0
2024-01-29,BEV-007,STR-023,237,123,128,232,0
2024-01-29,BEV-007,STR-024,267,61,120,208,0
2024-01-29,BEV-007,STR-025,417,112,102,427,0
2024-01-29,BEV-007,STR-026,392,109,77,424,0
2024-01-29,BEV-007,STR-027,157,143,85,215,0
2024-01-29,BEV-007,STR-028,276,81,104,253,0
2024-01-29,BEV-007,STR-029,372,124,91,405,0
2024-01-29,BEV-007,STR-030,226,123,78,271,0
2024-01-29,BEV-008,STR-001,176,22,20,178,0
2024-01-29,BEV-008,STR-002,190,66,22,234,0
2024-01-29,BEV-008,STR-003,199,22,69,152,0
2024-01-29,BEV-008,STR-004,205,45,47,203,0
2024-01-29,BEV-008,STR-005,95,48,50,93,0
2024-01-29,BEV-008,STR-006,131,25,51,105,0
2024-01-29,BEV-008,STR-007,73,64,55,82,0
2024-01-29,BEV-008,STR-008,125,28,113,40,0
2024-01-29,BEV-008,STR-009,93,21,68,46,0
2024-01-29,BEV-008,STR-010,111,65,96,80,0
2024-01-29,BEV-008,STR-011,76,49,102,23,0
2024-01-29,BEV-008,STR-012,173,31,98,106,0
2024-01-29,BEV-008,STR-013,188,65,146,107,0
2024-01-29,BEV-008,STR-014,88,44,84,48,0
2024-01-29,BEV-008,STR-015,155,53,64,144,0
2024-01-29,BEV-008,STR-016,145,47,22,170,0
2024-01-29,BEV-008,STR-017,139,64,68,135,0
2024-01-29,BEV-008,STR-018,208,56,59,205,0
2024-01-29,BEV-008,STR-019,123,70,70,123,0
2024-01-29,BEV-008,STR-020,90,59,63,86,0
2024-01-29,BEV-008,STR-021,84,52,41,95,0
2024-01-29,BEV-008,STR-022,163,23,63,123,0
2024-01-29,BEV-008,STR-023,168,43,27,184,0
2024-01-29,BEV-008,STR-024,80,43,49,74,0
2024-01-29,BEV-008,STR-025,114,61,43,132,0
2024-01-29,BEV-008,STR-026,87,55,55,87,0
2024-01-29,BEV-008,STR-027,122,28,65,85,0
2024-01-29,BEV-008,STR-028,131,54,41,144,0
2024-01-29,BEV-008,STR-029,192,67,27,232,0
2024-01-29,BEV-008,STR-030,123,68,68,123,0
2024-01-29,BEV-009,STR-001,127,40,67,100,0
2024-01-29,BEV-009,STR-002,138,52,42,148,0
2024-01-29,BEV-009,STR-003,178,37,63,152,0
2024-01-29,BEV-009,STR-004,86,43,23,106,0
2024-01-29,BEV-009,STR-005,185,51,42,194,0
2024-01-29,BEV-009,STR-006,204,27,52,179,0
2024-01-29,BEV-009,STR-007,206,63,50,219,0
2024-01-29,BEV-009,STR-008,144,48,54,138,0
2024-01-29,BEV-009,STR-009,164,63,59,168,0
2024-01-29,BEV-009,STR-010,86,32,64,54,0
2024-01-29,BEV-009,STR-011,92,25,49,68,0
2024-01-29,BEV-009,STR-012,115,38,45,108,0
2024-01-29,BEV-009,STR-013,97,30,24,103,0
2024-01-29,BEV-009,STR-014,98,64,37,125,0
2024-01-29,BEV-009,STR-015,197,29,29,197,0
2024-01-29,BEV-009,STR-016,203,60,33,230,0
2024-01-29,BEV-009,STR-017,145,46,21,170,0
2024-01-29,BEV-009,STR-018,208,28,63,173,0
2024-01-29,BEV-009,STR-019,158,46,50,154,0
2024-01-29,BEV-009,STR-020,75,38,48,65,0
2024-01-29,BEV-009,STR-021,86,21,32,75,0
2024-01-29,BEV-009,STR-022,203,61,34,230,0
2024-01-29,BEV-009,STR-023,157,61,70,148,0
2024-01-29,BEV-009,STR-024,194,57,123,128,0
2024-01-29,BEV-009,STR-025,210,48,121,137,0
2024-01-29,BEV-009,STR-026,103,70,80,93,0
2024-01-29,BEV-009,STR-027,136,34,59,111,0
2024-01-29,BEV-009,STR-028,143,69,84,128,0
2024-01-29,BEV-009,STR-029,142,49,34,157,0
2024-01-29,BEV-009,STR-030,111,65,56,120,0
2024-01-29,BEV-010,STR-001,143,31,54,120,0
2024-01-29,BEV-010,STR-002,109,30,31,108,0
2024-01-29,BEV-010,STR-003,99,22,35,86,0
2024-01-29,BEV-010,STR-004,102,48,40,110,0
2024-01-29,BEV-010,STR-005,164,31,36,159,0
2024-01-29,BEV-010,STR-006,78,62,33,107,0
2024-01-29,BEV-010,STR-007,158,29,40,147,0
2024-01-29,BEV-010,STR-008,184,54,43,195,0
2024-01-29,BEV-010,STR-009,206,39,30,215,0
2024-01-29,BEV-010,STR-010,76,45,27,94,0
2024-01-29,BEV-010,STR-011,107,49,51,105,0
2024-01-29,BEV-010,STR-012,109,20,40,89,0
2024-01-29,BEV-010,STR-013,209,52,67,194,0
2024-01-29,BEV-010,STR-014,145,50,41,154,0
2024-01-29,BEV-010,STR-015,107,56,38,125,0
2024-01-29,BEV-010,STR-016,183,41,66,158,0
2024-01-29,BEV-010,STR-017,98,66,64,100,0
2024-01-29,BEV-010,STR-018,80,28,50,58,0
2024-01-29,BEV-010,STR-019,99,39,63,75,0
2024-01-29,BEV-010,STR-020,172,59,21,210,0
2024-01-29,BEV-010,STR-021,184,42,34,192,0
2024-01-29,BEV-010,STR-022,153,23,25,151,0
2024-01-29,BEV-010,STR-023,204,34,110,128,0
2024-01-29,BEV-010,STR-024,141,32,150,23,0
2024-01-29,BEV-010,STR-025,184,63,30,217,0
2024-01-29,BEV-010,STR-026,201,45,134,112,0
2024-01-29,BEV-010,STR-027,200,23,57,166,0
2024-01-29,BEV-010,STR-028,107,65,104,68,0
2024-01-29,BEV-010,STR-029,165,20,79,106,0
2024-01-29,BEV-010,STR-030,148,48,63,133,0
2024-01-29,BEV-011,STR-001,223,30,80,173,0
2024-01-29,BEV-011,STR-002,193,72,38,227,0
2024-01-29,BEV-011,STR-003,193,43,51,185,0
2024-01-29,BEV-011,STR-004,188,71,35,224,0
2024-01-29,BEV-011,STR-005,115,78,51,142,0
2024-01-29,BEV-011,STR-006,233,30,62,201,0
2024-01-29,BEV-011,STR-007,133,44,34,143,0
2024-01-29,BEV-011,STR-008,214,46,55,205,0
2024-01-29,BEV-011,STR-009,231,73,29,275,0
2024-01-29,BEV-011,STR-010,102,25,49,78,0
2024-01-29,BEV-011,STR-011,149,51,51,149,0
2024-01-29,BEV-011,STR-012,222,54,36,240,0
2024-01-29,BEV-011,STR-013,225,73,70,228,0
2024-01-29,BEV-011,STR-014,131,36,33,134,0
2024-01-29,BEV-011,STR-015,177,43,78,142,0
2024-01-29,BEV-011,STR-016,205,27,60,172,0
2024-01-29,BEV-011,STR-017,157,78,77,158,0
2024-01-29,BEV-011,STR-018,157,56,62,151,0
2024-01-29,BEV-011,STR-019,198,39,60,177,0
2024-01-29,BEV-011,STR-020,80,34,26,88,0
2024-01-29,BEV-011,STR-021,156,65,41,180,0
2024-01-29,BEV-011,STR-022,200,32,78,154,0
2024-01-29,BEV-011,STR-023,153,51,66,138,0
2024-01-29,BEV-011,STR-024,205,69,36,238,0
2024-01-29,BEV-011,STR-025,142,26,66,102,0
2024-01-29,BEV-011,STR-026,150,56,32,174,0
2024-01-29,BEV-011,STR-027,233,72,29,276,0
2024-01-29,BEV-011,STR-028,228,55,48,235,0
2024-01-29,BEV-011,STR-029,191,80,61,210,0
2024-01-29,BEV-011,STR-030,240,68,41,267,0
2024-01-29,BEV-012,STR-001,110,48,119,39,0
2024-01-29,BEV-012,STR-002,84,79,113,50,0
2024-01-29,BEV-012,STR-003,94,34,62,66,0
2024-01-29,BEV-012,STR-004,114,47,79,82,0
2024-01-29,BEV-012,STR-005,172,51,50,173,0
2024-01-29,BEV-012,STR-006,171,28,138,61,0
